edge_id,source_id,target_id,transition_kind,weight_rule,weight_value,weight_expression,condition_kind,condition_value,semantic_risk,semantic_morality,semantic_action,origin,source_ref,note
e0231,125,301,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:220,Kai route is taken whenever the discipline is available.
e0232,125,27,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(125, 27)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:221,Choice among routes remaining when the Kai route is unavailable.
e0233,125,214,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(125, 214)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:222,Choice among routes remaining when the Kai route is unavailable.
e0234,126,46,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:223,
e0235,126,143,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:224,
e0236,127,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:127,Written narrative ending linked to its shared outcome.
e0237,128,297,kai,formula,,"kai_available(""Hunting"")",kai_discipline,Hunting,,,,auto,LW01_e_edges.csv:225,Kai route is taken whenever the discipline is available.
e0238,128,336,kai,formula,,"1 - kai_available(""Hunting"")",kai_discipline_absent,Hunting,,,,auto,LW01_e_edges.csv:226,
e0239,129,3,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:227,
e0240,129,144,profile_choice,profile_choice,,,,,reckless,selfish,tactical,auto,LW01_e_edges.csv:228,
e0241,130,28,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:229,
e0242,130,201,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:230,
e0243,131,241,profile_choice,profile_choice,,,,,cautious,noble,tactical,auto,LW01_e_edges.csv:231,
e0244,131,55,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:232,
e0245,131,302,profile_choice,profile_choice,,,,,neutral,noble,physical,auto,LW01_e_edges.csv:233,
e0246,131,101,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:234,
e0247,132,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:235,
e0248,133,266,combat,formula,,combat_win(133),,,,,,auto,LW01_e_edges.csv:236,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists"
e0249,133,Death,combat,formula,,1 - combat_win(133),,,,,,auto,generated:combat_death:133,Implicit death when the combat is lost.
e0250,134,305,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:237,
e0251,134,40,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:238,
e0252,135,223,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:239,
e0253,135,4,profile_choice,profile_choice,,,,,neutral,neutral,physical,auto,LW01_e_edges.csv:240,
e0254,136,313,combat,formula,,combat_win(136),,,,,,auto,LW01_e_edges.csv:241,"Transition after combat victory. | Combat outcome determines progression, but only one choice tag exists"
e0255,136,Death,combat,formula,,1 - combat_win(136),,,,,,auto,generated:combat_death:136,Implicit death when the combat is lost.
e0256,137,23,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:242,
e0257,138,291,combat,formula,,combat_win(138),,,,,,auto,LW01_e_edges.csv:243,Transition after combat victory. | Implicit death condition if combat is lost
e0258,138,Death,combat,formula,,1 - combat_win(138),,,,,,auto,generated:combat_death:138,Implicit death when the combat is lost.
e0259,139,66,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:244,
e0260,140,14,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:245,
e0261,140,252,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:246,
e0262,140,215,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:247,
e0263,140,36,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:248,
e0264,141,56,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:249,
e0265,141,333,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:250,
e0266,142,58,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:251,
e0267,142,135,profile_choice,profile_choice,,,,,neutral,neutral,physical,auto,LW01_e_edges.csv:252,
e0268,142,102,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:253,
e0269,143,149,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:254,
e0270,144,63,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:255,
e0271,144,217,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:256,
e0272,145,165,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:257,Implicit death or unconsciousness
e0273,146,154,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:258,Loss of 3 ENDURANCE points during the transition
e0274,147,42,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:259,
e0275,147,28,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:260,
e0276,148,81,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:261,
e0277,148,320,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:262,
e0278,148,199,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:263,
e0279,149,256,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:264,
e0280,150,83,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:265,
e0281,151,87,kai,formula,,"kai_available(""Mind Over Matter"")",kai_discipline,Mind Over Matter,,,,auto,LW01_e_edges.csv:266,Kai route is taken whenever the discipline is available.
e0282,151,337,profile_choice,formula,,"1 - kai_available(""Mind Over Matter"")",,,reckless,neutral,tactical,auto,LW01_e_edges.csv:267,Choice among routes remaining when the Kai route is unavailable.
e0283,152,49,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:268,
e0284,152,231,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:269,
e0285,153,202,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:270,
e0286,153,135,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:271,
e0287,153,329,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:272,
e0288,154,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:154,Written narrative ending linked to its shared outcome.
e0289,155,70,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:273,
e0290,156,294,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:274,
e0291,156,245,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:275,
e0292,157,30,profile_choice,profile_choice,,,,,neutral,neutral,tactical,auto,LW01_e_edges.csv:276,
e0293,157,167,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:277,
e0294,158,106,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:278,"Loss of 6 ENDURANCE points during the transition. Potential additional loss of 4 ENDURANCE points based on a random roll (0-5 miss, 6-9 hit) before the forced transition."
e0295,159,191,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:279,
e0296,159,234,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:280,
e0297,160,286,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:281,
e0298,160,10,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:282,
e0299,161,209,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:283,
e0300,162,258,kai,formula,,"kai_available(""Mind Over Matter"")",kai_discipline,Mind Over Matter,,,,auto,LW01_e_edges.csv:284,Kai route is taken whenever the discipline is available.
e0301,162,127,kai,formula,,"1 - kai_available(""Mind Over Matter"")",kai_discipline_absent,Mind Over Matter,,,,auto,LW01_e_edges.csv:285,
e0302,163,321,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:286,
e0303,164,308,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:287,
e0304,165,212,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:288,
e0305,166,104,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:289,Loss of 4 ENDURANCE points during the transition
e0306,167,178,kai,formula,,"kai_available(""Sixth Sense"")",kai_discipline,Sixth Sense,,,,auto,LW01_e_edges.csv:290,Kai route is taken whenever the discipline is available.
e0307,167,88,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(167, 88)",,,reckless,neutral,tactical,auto,LW01_e_edges.csv:291,Choice among routes remaining when the Kai route is unavailable.
e0308,167,264,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(167, 264)",,,cautious,neutral,neutral,auto,LW01_e_edges.csv:292,Choice among routes remaining when the Kai route is unavailable.
e0309,168,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:293,Player must take a Meal before proceeding
e0310,169,137,combat,formula,,"combat_outcome(169, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:14,Victory after continuing the combat.
e0311,169,23,escape,formula,,"combat_outcome(169, ""escape"")",combat_outcome,escape,cautious,selfish,physical,supervised,LW01_supervision.csv:15,Escape outcome after surviving the first combat round.
e0312,169,Death,combat,formula,,"combat_outcome(169, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:16,Death before victory or escape.
e0313,170,319,combat,formula,,combat_win(170),,,,,,auto,LW01_e_edges.csv:296,Transition after combat victory. | Combat outcome determines progression. Conditional penalty (deduct 3 COMBAT SKILL) applies if Torch is missing.
e0314,170,Death,combat,formula,,1 - combat_win(170),,,,,,auto,generated:combat_death:170,Implicit death when the combat is lost.
e0315,171,303,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:297,
e0316,172,114,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:298,Kai route is taken whenever the discipline is available.
e0317,172,239,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(172, 239)",,,cautious,selfish,physical,auto,LW01_e_edges.csv:299,Choice among routes remaining when the Kai route is unavailable.
e0318,172,29,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(172, 29)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:300,Choice among routes remaining when the Kai route is unavailable.
e0319,173,158,state_condition,formula,,"condition_available(""has_item"", ""Silver Key"")",has_item,Silver Key,,,,auto,LW01_e_edges.csv:301,Route is taken when the persistent-state condition is available.
e0320,173,259,state_condition,formula,,"1 - condition_available(""has_item"", ""Silver Key"")",has_item_absent,Silver Key,,,,auto,LW01_e_edges.csv:302,Complementary route when the persistent condition is false.
e0321,174,190,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:303,Loss of Backpack and Weapons during the transition
e0322,175,182,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:304,Kai route is taken whenever the discipline is available.
e0323,175,41,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(175, 41)",,,cautious,neutral,tactical,auto,LW01_e_edges.csv:305,Choice among routes remaining when the Kai route is unavailable.
e0324,175,116,profile_choice,formula,,"(1 - kai_available(""Camouflage"")) * choice_share(175, 116)",,,reckless,neutral,physical,auto,LW01_e_edges.csv:306,Choice among routes remaining when the Kai route is unavailable.
e0325,176,253,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:307,
e0326,176,126,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:308,
e0327,177,83,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:309,
e0328,178,88,profile_choice,profile_choice,,,,,reckless,noble,neutral,auto,LW01_e_edges.csv:310,
e0329,178,264,profile_choice,profile_choice,,,,,cautious,selfish,neutral,auto,LW01_e_edges.csv:311,
e0330,179,318,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:312,
e0331,179,51,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:313,
e0332,180,62,combat,formula,,"combat_outcome(180, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:17,Victory after defeating all three opponents.
e0333,180,22,escape,formula,,"combat_outcome(180, ""escape"")",combat_outcome,escape,cautious,neutral,tactical,supervised,LW01_supervision.csv:18,Available escape outcome during the combat.
e0334,180,Death,combat,formula,,"combat_outcome(180, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:19,Death before victory or escape.
e0335,181,288,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:316,
e0336,182,174,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:317,
e0337,183,97,profile_choice,profile_choice,,,,,neutral,noble,neutral,auto,LW01_e_edges.csv:318,
e0338,183,200,profile_choice,profile_choice,,,,,cautious,selfish,neutral,auto,LW01_e_edges.csv:319,
e0339,184,64,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:320,Mandatory consumption of 1 Meal before transition
e0340,185,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:185,Written narrative ending linked to its shared outcome.
e0341,186,106,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:321,
e0342,187,186,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:322,
e0343,187,228,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:323,
e0344,188,303,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:324,Loss of 3 ENDURANCE points during the transition
e0345,189,118,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:325,
e0346,190,20,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:326,
e0347,190,273,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:327,
e0348,191,24,combat,formula,,"combat_outcome(191, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:20,Victory after continuing the combat.
e0349,191,234,escape,formula,,"combat_outcome(191, ""escape"")",combat_outcome,escape,reckless,neutral,physical,supervised,LW01_supervision.csv:21,Escape by jumping from the moving caravan.
e0350,191,Death,combat,formula,,"combat_outcome(191, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:22,Death before victory or escape.
e0351,192,171,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:330,
e0352,192,120,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:331,
e0353,193,253,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:332,
e0354,193,126,profile_choice,profile_choice,,,,,cautious,neutral,physical,auto,LW01_e_edges.csv:333,
e0355,194,208,profile_choice,profile_choice,,,,,reckless,noble,physical,auto,LW01_e_edges.csv:334,
e0356,194,148,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:335,
e0357,195,59,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:336,
e0358,195,106,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:337,
e0359,196,332,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:338,
e0360,196,144,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:339,
e0361,197,172,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:340,
e0362,198,7,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:341,
e0363,198,152,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:342,
e0364,199,81,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:343,
e0365,200,168,kai,formula,,"kai_available(""Camouflage"")",kai_discipline,Camouflage,,,,auto,LW01_e_edges.csv:344,Kai route is taken whenever the discipline is available.
e0366,200,78,profile_choice,formula,,"1 - kai_available(""Camouflage"")",,,reckless,neutral,physical,auto,LW01_e_edges.csv:345,Choice among routes remaining when the Kai route is unavailable.
e0367,201,238,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:346,
e0368,201,15,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:347,
e0369,201,130,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:348,
e0370,202,58,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:349,
e0371,203,80,state_condition,formula,,"condition_available(""endurance_at_least"", ""10"")",endurance_at_least,10,,,,auto,LW01_e_edges.csv:350,Route is taken when the persistent-state condition is available.
e0372,203,344,state_condition,formula,,"1 - condition_available(""endurance_at_least"", ""10"")",endurance_at_least_absent,10,,,,auto,LW01_e_edges.csv:351,Complementary route when the persistent condition is false.
e0373,204,111,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:352,
e0374,205,181,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:353,
e0375,205,145,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:354,
e0376,206,224,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:355,
e0377,207,30,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:356,
e0378,208,148,profile_choice,formula,,"combat_win(208) * postcombat_choice_share(208, 148)",combat_outcome,win,cautious,neutral,physical,supervised,LW01_supervision.csv:23,Choice to run to the farmhouse after victory.
e0379,208,320,profile_choice,formula,,"combat_win(208) * postcombat_choice_share(208, 320)",combat_outcome,win,reckless,neutral,physical,supervised,LW01_supervision.csv:24,Choice to return to the woods after victory.
e0380,208,Death,combat,formula,,1 - combat_win(208),combat_outcome,death,,,,supervised,LW01_supervision.csv:25,Death if the combat is lost.
e0381,209,23,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:359,
e0382,210,332,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:360,
e0383,210,37,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:361,
e0384,211,244,kai,formula,,"kai_available(""Sixth Sense"")",kai_discipline,Sixth Sense,,,,auto,LW01_e_edges.csv:362,Kai route is taken whenever the discipline is available.
e0385,211,173,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(211, 173)",,,reckless,neutral,neutral,auto,LW01_e_edges.csv:363,Choice among routes remaining when the Kai route is unavailable.
e0386,211,106,profile_choice,formula,,"(1 - kai_available(""Sixth Sense"")) * choice_share(211, 106)",,,cautious,neutral,neutral,auto,LW01_e_edges.csv:364,Choice among routes remaining when the Kai route is unavailable.
e0387,212,350,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:365,Restoration of all lost ENDURANCE points during the transition
e0388,213,331,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:366,
e0389,214,125,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:367,
e0390,215,346,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:368,
e0391,215,14,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:369,
e0392,216,264,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:370,
e0393,217,91,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:371,
e0394,217,7,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:372,
e0395,218,75,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:373,
e0396,219,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:219,Written narrative ending linked to its shared outcome.
e0397,220,24,combat,formula,,"combat_outcome(220, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:26,Victory after continuing the combat.
e0398,220,234,escape,formula,,"combat_outcome(220, ""escape"")",combat_outcome,escape,reckless,neutral,physical,supervised,LW01_supervision.csv:27,Escape by jumping from the moving caravan.
e0399,220,Death,combat,formula,,"combat_outcome(220, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:28,Death before victory or escape.
e0400,221,318,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:376,
e0401,222,67,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:377,Kai route is taken whenever the discipline is available.
e0402,222,140,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(222, 140)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:378,Choice among routes remaining when the Kai route is unavailable.
e0403,222,252,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(222, 252)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:379,Choice among routes remaining when the Kai route is unavailable.
e0404,223,75,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:380,
e0405,223,175,profile_choice,profile_choice,,,,,reckless,neutral,tactical,auto,LW01_e_edges.csv:381,
e0406,224,153,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:382,
e0407,225,187,profile_choice,profile_choice,,,,,cautious,noble,neutral,auto,LW01_e_edges.csv:383,
e0408,225,39,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:384,
e0409,226,277,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:385,
e0410,226,338,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:386,
e0411,227,271,combat,formula,,"combat_outcome(227, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:29,Victory with Endurance loss; one of two non-fatal continuations.
e0412,227,348,combat,formula,,"combat_outcome(227, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:30,Victory without Endurance loss; one of two non-fatal continuations.
e0413,227,Death,combat,formula,,"combat_outcome(227, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:31,Death if the combat is lost.
e0414,228,140,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:389,
e0415,228,215,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:390,
e0416,229,267,profile_choice,formula,,"combat_win(229) * postcombat_choice_share(229, 267)",combat_outcome,win,reckless,selfish,tactical,supervised,LW01_supervision.csv:32,Choice to search the body after victory.
e0417,229,125,profile_choice,formula,,"combat_win(229) * postcombat_choice_share(229, 125)",combat_outcome,win,cautious,neutral,physical,supervised,LW01_supervision.csv:33,Choice to continue along the path after victory.
e0418,229,Death,combat,formula,,1 - combat_win(229),combat_outcome,death,,,,supervised,LW01_supervision.csv:34,Death if the combat is lost.
e0419,230,179,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:393,
e0420,231,94,combat,formula,,"combat_outcome(231, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:35,Victory within four rounds; one of two non-fatal continuations.
e0421,231,203,combat,formula,,"combat_outcome(231, ""survive"")",combat_outcome,survive,,,,supervised,LW01_supervision.csv:36,Combat still in progress after four rounds; one of two non-fatal continuations.
e0422,231,7,escape,formula,,"combat_outcome(231, ""escape"")",combat_outcome,escape,cautious,neutral,physical,supervised,LW01_supervision.csv:37,Escape after surviving two combat rounds.
e0423,231,Death,combat,formula,,"combat_outcome(231, ""death"")",combat_outcome,death,,,,supervised,LW01_supervision.csv:38,Death before another outcome is reached.
e0424,232,180,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:397,
e0425,232,22,profile_choice,profile_choice,,,,,cautious,selfish,physical,auto,LW01_e_edges.csv:398,
e0426,233,206,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:399,
e0427,234,Death,outcome,constant,1,,,,,,,auto,LW01_nodes.csv:234,Written narrative ending linked to its shared outcome.
e0428,235,254,kai,formula,,"kai_available(""Tracking"")",kai_discipline,Tracking,,,,auto,LW01_e_edges.csv:400,Kai route is taken whenever the discipline is available.
e0429,235,32,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(235, 32)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:401,Choice among routes remaining when the Kai route is unavailable.
e0430,235,146,profile_choice,formula,,"(1 - kai_available(""Tracking"")) * choice_share(235, 146)",,,neutral,neutral,neutral,auto,LW01_e_edges.csv:402,Choice among routes remaining when the Kai route is unavailable.
e0431,236,104,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:403,Loss of 6 ENDURANCE points and permanent reduction of 1 COMBAT SKILL point during the transition
e0432,237,265,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:404,
e0433,237,72,random,constant,0.5,,,,,,,auto,LW01_e_edges.csv:405,
e0434,238,42,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:406,
e0435,238,68,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:407,
e0436,239,34,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:408,
e0437,239,118,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:409,
e0438,240,79,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:410,
e0439,241,349,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:411,
e0440,242,166,kai,formula,,"kai_available(""Mindshield"")",kai_discipline,Mindshield,,,,auto,LW01_e_edges.csv:412,Kai route is taken whenever the discipline is available.
e0441,242,9,kai,formula,,"1 - kai_available(""Mindshield"")",kai_discipline_absent,Mindshield,,,,auto,LW01_e_edges.csv:413,
e0442,243,97,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:414,
e0443,244,93,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:415,
e0444,245,190,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:416,
e0445,246,197,combat,formula,,combat_win(246),,,,,,auto,LW01_e_edges.csv:417,Transition after combat victory. | Implicit death condition if combat is lost
e0446,246,Death,combat,formula,,1 - combat_win(246),,,,,,auto,generated:combat_death:246,Implicit death when the combat is lost.
e0447,247,159,profile_choice,profile_choice,,,,,cautious,neutral,tactical,auto,LW01_e_edges.csv:418,
e0448,247,220,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:419,
e0449,248,44,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:420,
e0450,248,300,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:421,
e0451,249,169,profile_choice,profile_choice,,,,,neutral,neutral,neutral,auto,LW01_e_edges.csv:422,
e0452,249,107,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:423,
e0453,250,186,profile_choice,profile_choice,,,,,reckless,neutral,physical,auto,LW01_e_edges.csv:424,
e0454,250,228,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:425,
e0455,251,10,forced,constant,1,,,,,,,auto,LW01_e_edges.csv:426,
e0456,252,155,profile_choice,profile_choice,,,,,reckless,neutral,neutral,auto,LW01_e_edges.csv:427,
e0457,252,70,profile_choice,profile_choice,,,,,cautious,neutral,neutral,auto,LW01_e_edges.csv:428,
e0458,253,278,combat,formula,,combat_win(253),,,,,,auto,LW01_e_edges.csv:429,"Transition after combat victory. | Combat sequence with multiple enemies. Only one outcome provided (victory), implying death is the implicit alternative not captured in a choice tag."
